transaction_id,date,amount,category,merchant,payment_method,account_type,transaction_type,description
S-Amazon Prime-12,2025-07-24 14:40:08.881401,0.34,Subscriptions,Amazon Prime,Cash,Checking,Payment,Monthly subscription: Amazon Prime
S-Gym Membership-12,2025-07-24 14:40:08.881401,9.02,Subscriptions,Gym Membership,Mobile Payment,Checking,Payment,Monthly subscription: Gym Membership
T-147,2025-07-25 14:40:08.881401,20.76,Entertainment,Spotify,Cash,Savings,Deposit,Drug ball never wonder.
T-411,2025-07-26 14:40:08.881401,33.55,Dining,Local Cafe,Cash,Savings,Payment,Past fight able possible cost already strong.
T-895,2025-07-26 14:40:08.881401,105.56,Groceries,Whole Foods,Debit Card,Checking,Deposit,However truth hotel wall.
T-609,2025-07-26 14:40:08.881401,137.92,Travel,Airbnb,Bank Transfer,Investment,Withdrawal,Wall learn majority hair management.
T-744,2025-07-26 14:40:08.881401,12.82,Entertainment,Spotify,Bank Transfer,Checking,Withdrawal,Condition expert which on they agreement.
T-691,2025-07-26 14:40:08.881401,1372.85,Rent/Mortgage,Landlord,Cash,Savings,Deposit,Reveal floor message those believe.
T-989,2025-07-26 14:40:08.881401,122.46,Groceries,Trader Joe's,Bank Transfer,Investment,Withdrawal,Station hope morning future black.
T-423,2025-07-27 14:40:08.881401,185.61,Travel,Delta,Debit Card,Savings,Payment,Toward try audience he according something.
T-1093,2025-07-27 14:40:08.881401,25.14,Dining,Starbucks,Mobile Payment,Investment,Deposit,Already store apply.
T-660,2025-07-27 14:40:08.881401,13.2,Entertainment,AMC Theatres,Debit Card,Investment,Withdrawal,Act south while news.
S-Netflix-12,2025-07-27 14:40:08.881401,4.53,Subscriptions,Netflix,Mobile Payment,Checking,Payment,Monthly subscription: Netflix
T-320,2025-07-27 14:40:08.881401,5.0,Entertainment,AMC Theatres,Mobile Payment,Investment,Withdrawal,Data guy Democrat already college main page.
T-1130,2025-07-27 14:40:08.881401,23.85,Entertainment,Spotify,Debit Card,Investment,Withdrawal,Bill sing option others down want.
T-316,2025-07-28 14:40:08.881401,29.06,Subscriptions,Apple Music,Bank Transfer,Investment,Deposit,Appear personal language gun court nor easy.
T-708,2025-07-28 14:40:08.881401,193.83,Travel,Airbnb,Bank Transfer,Investment,Deposit,Phone short their.
T-808,2025-07-28 14:40:08.881401,1372.98,Rent/Mortgage,Mortgage Bank,Debit Card,Investment,Withdrawal,Month leave sort add.
T-1009,2025-07-28 14:40:08.881401,119.71,Groceries,Whole Foods,Cash,Checking,Transfer,Gun than own keep mouth himself coach.
T-581,2025-07-28 14:40:08.881401,23.28,Entertainment,AMC Theatres,Mobile Payment,Investment,Deposit,Response clearly stuff board first join.
T-608,2025-07-29 14:40:08.881401,97.73,Travel,Delta,Cash,Checking,Transfer,Current series everyone past.
T-345,2025-07-30 14:40:08.881401,115.11,Travel,Airbnb,Mobile Payment,Investment,Payment,Final mother man see fact.
T-641,2025-07-30 14:40:08.881401,145.65,Utilities,Electric Co,Cash,Investment,Transfer,Father with movie well image.
T-76,2025-07-30 14:40:08.881401,22.55,Dining,Chipotle,Mobile Payment,Investment,Payment,Someone consider seven enter specific word economic.
T-940,2025-07-31 14:40:08.881401,107.23,Groceries,Whole Foods,Bank Transfer,Checking,Payment,Hard statement recently they hour fast own growth.
T-235,2025-08-01 14:40:08.881401,15.14,Dining,Chipotle,Cash,Checking,Deposit,Institution rich college positive difference better experience.
T-732,2025-08-01 14:40:08.881401,151.85,Travel,Uber,Bank Transfer,Checking,Transfer,Under sound product.
T-1065,2025-08-01 14:40:08.881401,143.92,Travel,Airbnb,Credit Card,Investment,Transfer,Half politics drive bank either.
T-1109,2025-08-02 14:40:08.881401,61.22,Healthcare,Pharmacy,Mobile Payment,Investment,Withdrawal,Total record education provide involve join station.
T-918,2025-08-02 14:40:08.881401,45.83,Groceries,Walmart,Mobile Payment,Savings,Transfer,Cold region set chair.
T-312,2025-08-02 14:40:08.881401,1608.97,Rent/Mortgage,Mortgage Bank,Mobile Payment,Savings,Withdrawal,Kitchen rise executive street spend forget.
T-260,2025-08-02 14:40:08.881401,1078.83,Shopping,Best Buy,Credit Card,Investment,Payment,Work figure operation attorney along quality suggest.
T-972,2025-08-03 14:40:08.881401,69.54,Shopping,Best Buy,Bank Transfer,Investment,Payment,Administration anyone personal record common.
T-171,2025-08-03 14:40:08.881401,180.29,Utilities,Gas Utility,Bank Transfer,Savings,Payment,Section group very store generation require use.
T-976,2025-08-03 14:40:08.881401,200.96,Shopping,Target,Mobile Payment,Investment,Deposit,Type believe between as realize receive.
T-933,2025-08-04 14:40:08.881401,142.86,Utilities,Electric Co,Mobile Payment,Checking,Deposit,Property claim according head can.
T-1,2025-08-05 14:40:08.881401,9.82,Dining,Local Cafe,Bank Transfer,Checking,Transfer,Administration according wide could modern politics city.
T-828,2025-08-05 14:40:08.881401,25.44,Dining,Local Cafe,Credit Card,Checking,Payment,Husband top goal give about area fish.
T-599,2025-08-05 14:40:08.881401,29.84,Utilities,Gas Utility,Cash,Checking,Deposit,Lead letter music free.
T-1090,2025-08-05 14:40:08.881401,16.59,Entertainment,Concert Hall,Credit Card,Savings,Deposit,Cause black type race in.
T-1117,2025-08-05 14:40:08.881401,5.0,Shopping,Best Buy,Mobile Payment,Savings,Payment,Mention reason become adult move.
T-610,2025-08-06 14:40:08.881401,1090.18,Rent/Mortgage,Mortgage Bank,Debit Card,Checking,Deposit,Relate they behavior part rise.
T-205,2025-08-06 14:40:08.881401,64.41,Groceries,Costco,Mobile Payment,Savings,Deposit,Particular bank series street.
T-102,2025-08-06 14:40:08.881401,16.76,Subscriptions,Apple Music,Cash,Savings,Transfer,Land success get great simple.
T-843,2025-08-06 14:40:08.881401,21.69,Subscriptions,Gym Membership,Bank Transfer,Investment,Deposit,Policy million keep research.
T-27,2025-08-06 14:40:08.881401,13.67,Entertainment,Concert Hall,Debit Card,Checking,Transfer,Want possible notice seek necessary discuss.
T-308,2025-08-07 14:40:08.881401,22.19,Entertainment,Concert Hall,Mobile Payment,Investment,Payment,Late sister force owner industry.
T-524,2025-08-08 14:40:08.881401,90.64,Travel,Delta,Credit Card,Savings,Deposit,Indeed bill certainly instead.
T-126,2025-08-08 14:40:08.881401,5.0,Groceries,Trader Joe's,Bank Transfer,Checking,Payment,Continue say truth happy during kid while.
T-865,2025-08-08 14:40:08.881401,66.75,Travel,Hilton,Credit Card,Investment,Withdrawal,Exist power west activity building black.
T-358,2025-08-09 14:40:08.881401,108.56,Travel,Uber,Mobile Payment,Investment,Transfer,Rise member person such general law gun.
T-304,2025-08-09 14:40:08.881401,46.12,Shopping,Amazon,Cash,Investment,Withdrawal,Former marriage up red school.
T-774,2025-08-09 14:40:08.881401,67.48,Groceries,Walmart,Mobile Payment,Savings,Withdrawal,Follow building evidence candidate.
T-1033,2025-08-09 14:40:08.881401,96.24,Travel,Airbnb,Credit Card,Investment,Transfer,Feeling across store everything and.
T-586,2025-08-09 14:40:08.881401,93.09,Healthcare,Dental Care,Debit Card,Savings,Deposit,Skin dog mind door.
T-945,2025-08-10 14:40:08.881401,168.16,Travel,Delta,Mobile Payment,Investment,Transfer,Over lawyer box bring shoulder.
T-73,2025-08-10 14:40:08.881401,16.9,Entertainment,AMC Theatres,Mobile Payment,Savings,Withdrawal,Spend piece modern.
T-112,2025-08-10 14:40:08.881401,98.04,Groceries,Walmart,Credit Card,Checking,Payment,Mr agent consider describe hundred home.
T-349,2025-08-10 14:40:08.881401,196.75,Travel,Delta,Bank Transfer,Investment,Deposit,Level free commercial ten evening.
T-765,2025-08-10 14:40:08.881401,11.4,Subscriptions,Amazon Prime,Credit Card,Checking,Transfer,Section record woman yeah free.
T-158,2025-08-10 14:40:08.881401,172.71,Shopping,Amazon,Debit Card,Investment,Deposit,Collection rest fire part.
T-953,2025-08-11 14:40:08.881401,1631.15,Other,Miscellaneous,Debit Card,Checking,Payment,Defense dog little manage cost.
T-1021,2025-08-11 14:40:08.881401,1612.08,Rent/Mortgage,Mortgage Bank,Cash,Checking,Withdrawal,Happy myself cost out specific.
T-717,2025-08-11 14:40:08.881401,151.38,Shopping,Amazon,Mobile Payment,Checking,Payment,You memory stay.
T-1047,2025-08-12 14:40:08.881401,37.95,Dining,Starbucks,Credit Card,Checking,Deposit,Sport peace nothing someone.
T-627,2025-08-12 14:40:08.881401,1001.11,Other,Miscellaneous,Credit Card,Investment,Withdrawal,Put experience just raise ball other arm choose.
T-779,2025-08-12 14:40:08.881401,264.67,Shopping,Amazon,Bank Transfer,Checking,Withdrawal,Oil environment owner picture let left.
T-646,2025-08-12 14:40:08.881401,56.58,Groceries,Costco,Credit Card,Investment,Payment,Might low ok floor.
T-966,2025-08-13 14:40:08.881401,11.45,Dining,McDonald's,Cash,Checking,Withdrawal,Along fill measure task plan research Mrs.
T-510,2025-08-13 14:40:08.881401,22.03,Entertainment,Concert Hall,Credit Card,Savings,Payment,Let movement media mention against remain.
T-339,2025-08-13 14:40:08.881401,36.12,Groceries,Whole Foods,Cash,Investment,Deposit,Image from game common course.
T-826,2025-08-13 14:40:08.881401,204.56,Healthcare,Dental Care,Mobile Payment,Checking,Payment,Whose collection even production need sell property.
T-45,2025-08-14 14:40:08.881401,5.0,Dining,Starbucks,Cash,Savings,Transfer,Only line street section human relate small.
T-204,2025-08-14 14:40:08.881401,71.17,Travel,Delta,Mobile Payment,Checking,Withdrawal,If book authority simple nature.
T-168,2025-08-14 14:40:08.881401,15.72,Travel,Uber,Bank Transfer,Checking,Payment,Month food structure moment he concern.
T-479,2025-08-15 14:40:08.881401,189.57,Shopping,Target,Credit Card,Checking,Payment,Step capital boy break happy.
T-530,2025-08-15 14:40:08.881401,132.74,Travel,Airbnb,Credit Card,Savings,Payment,Appear just stock manager.
T-715,2025-08-16 14:40:08.881401,5.0,Dining,Starbucks,Mobile Payment,Savings,Deposit,Fine total second part same thousand.
T-44,2025-08-16 14:40:08.881401,1765.9,Shopping,Target,Bank Transfer,Investment,Payment,Agreement option away color year focus under.
T-624,2025-08-16 14:40:08.881401,19.49,Dining,Chipotle,Cash,Checking,Transfer,Positive from garden.
T-583,2025-08-17 14:40:08.881401,5.0,Travel,Delta,Cash,Savings,Transfer,Indeed stuff charge morning claim woman anyone.
T-728,2025-08-17 14:40:08.881401,36.18,Dining,Local Cafe,Credit Card,Savings,Transfer,Without director wish report.
T-998,2025-08-18 14:40:08.881401,20.63,Dining,Local Cafe,Mobile Payment,Savings,Transfer,Minute radio camera free bit health perform.
T-640,2025-08-19 14:40:08.881401,158.3,Utilities,Gas Utility,Cash,Savings,Payment,Purpose good enter all.
T-187,2025-08-19 14:40:08.881401,9.7,Subscriptions,Amazon Prime,Bank Transfer,Checking,Transfer,Receive catch check alone.
T-1078,2025-08-20 14:40:08.881401,135.0,Healthcare,Pharmacy,Cash,Checking,Deposit,Third evening owner everyone.
T-1089,2025-08-20 14:40:08.881401,220.55,Shopping,Best Buy,Cash,Investment,Withdrawal,Agency everybody result test be value southern.
T-1122,2025-08-20 14:40:08.881401,149.28,Shopping,Best Buy,Credit Card,Investment,Withdrawal,Natural enter sense letter produce animal ground.
T-166,2025-08-20 14:40:08.881401,36.66,Subscriptions,Amazon Prime,Cash,Checking,Withdrawal,Around international population sit.
T-747,2025-08-20 14:40:08.881401,1335.01,Rent/Mortgage,Mortgage Bank,Cash,Investment,Payment,Power detail money operation under however.
T-292,2025-08-21 14:40:08.881401,51.93,Groceries,Whole Foods,Credit Card,Savings,Withdrawal,Rate lot thing middle.
T-877,2025-08-21 14:40:08.881401,28.56,Dining,Chipotle,Bank Transfer,Checking,Payment,Loss care general treat news between like.
T-974,2025-08-21 14:40:08.881401,3770.71,Other,Miscellaneous,Bank Transfer,Investment,Payment,Here still system thus write can.
T-371,2025-08-21 14:40:08.881401,191.61,Healthcare,Clinic,Cash,Checking,Payment,Responsibility hotel song night offer subject.
T-934,2025-08-21 14:40:08.881401,29.37,Dining,Chipotle,Credit Card,Investment,Payment,Under fish two use.
T-62,2025-08-22 14:40:08.881401,92.32,Groceries,Trader Joe's,Bank Transfer,Savings,Payment,Month little there.
T-991,2025-08-22 14:40:08.881401,38.89,Healthcare,Pharmacy,Bank Transfer,Checking,Withdrawal,Indicate television bar.
T-543,2025-08-22 14:40:08.881401,108.8,Groceries,Walmart,Mobile Payment,Investment,Transfer,Understand short fear alone sell her.
T-285,2025-08-23 14:40:08.881401,38.24,Dining,Starbucks,Credit Card,Checking,Withdrawal,Imagine simply son share bed.
T-948,2025-08-23 14:40:08.881401,116.93,Healthcare,Pharmacy,Bank Transfer,Savings,Deposit,Student hope type author rise allow.
T-1135,2025-08-23 14:40:08.881401,5.26,Entertainment,Concert Hall,Cash,Savings,Deposit,Recently popular marriage at dinner across.
T-538,2025-08-23 14:40:08.881401,46.33,Healthcare,Pharmacy,Cash,Savings,Withdrawal,Moment fight college much though bag.
T-1086,2025-08-23 14:40:08.881401,9.46,Entertainment,AMC Theatres,Credit Card,Checking,Deposit,Number scene thus cost place run national.
T-615,2025-08-23 14:40:08.881401,57.33,Shopping,Amazon,Mobile Payment,Savings,Deposit,You bag likely.
T-417,2025-08-24 14:40:08.881401,43.76,Dining,Chipotle,Bank Transfer,Investment,Payment,Dinner write bag.
T-990,2025-08-24 14:40:08.881401,109.84,Groceries,Trader Joe's,Cash,Savings,Withdrawal,Current less theory him.
T-846,2025-08-24 14:40:08.881401,2977.0,Travel,Hilton,Debit Card,Savings,Transfer,Sort order property people.
T-554,2025-08-25 14:40:08.881401,2297.1,Other,Miscellaneous,Credit Card,Savings,Transfer,Century culture long if happen behind.
T-286,2025-08-25 14:40:08.881401,111.16,Travel,Uber,Mobile Payment,Savings,Payment,Traditional field radio pick rock easy.
T-577,2025-08-25 14:40:08.881401,27.6,Dining,Chipotle,Debit Card,Savings,Withdrawal,Wonder human surface end determine capital.
T-169,2025-08-25 14:40:08.881401,57.49,Groceries,Whole Foods,Credit Card,Investment,Deposit,Team instead accept serious.
T-888,2025-08-25 14:40:08.881401,1319.24,Rent/Mortgage,Mortgage Bank,Mobile Payment,Savings,Withdrawal,Type her space receive part process across.
